Reactant1;Reactant2;Product;Yield;temperature;ML;B;S;catalysts;ligands;bases;solvents
OB(O)c1ccccc1F;O=C(O)c1nc(Br)ccc1F;O=C(O)c1nc(-c2ccccc2F)ccc1F;81.0;20;M0M;B15B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;;ClCCl
CCS(=O)(=O)c1ccc(B(O)O)cc1;CNCc1ccc(-c2nnc(-c3nc(Br)cnc3N)o2)cc1;CCS(=O)(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4ccc(CNC)cc4)o3)n2)cc1;62.25;20;M7M;B12B;S22S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]CS(C)=O
CC#Cc1cncc(B(O)O)c1;NC1=N[C@](CF)(c2cc(Br)ccc2F)C[C@@H](C(F)(F)F)O1;CC#Cc1cncc(-c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1;55.25;20;M9M;B16B;S28S;CNc1ccc([Pd]Cl)c(C(C)(C)C)c1C(C)(C)C;;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1[SPLIT]O
Cc1ccc(B(O)O)cc1C;COC(=O)C1CCOc2cc(Oc3ccc(C(=O)Nc4cccc(Br)n4)cc3)c(C#N)cc21;COC(=O)C1CCOc2cc(Oc3ccc(C(=O)Nc4cccc(-c5ccc(C)c(C)c5)n4)cc3)c(C#N)cc21;95.3;20;M3M;B12B;S27S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];Cc1ccccc1[SPLIT]O
OB(O)c1cccnc1F;CC12CN(CCCn3nc(Br)c(=O)[nH]c3=O)CC1(c1ccc(C(F)(F)F)cc1)C2;CC12CN(CCCn3nc(-c4cccnc4F)c(=O)[nH]c3=O)CC1(c1ccc(C(F)(F)F)cc1)C2;28.45;20;M9M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
OB(O)c1ccsc1;CCOC(=O)c1nc(Br)n2c1COc1cc(OC)c(OC(C)C)cc1-2;CCOC(=O)c1nc(-c2ccsc2)n2c1COc1cc(OC)c(OC(C)C)cc1-2;49.9;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
OB(O)c1ccnc(F)c1;Brc1ccnc(NC2CCOCC2)c1;Fc1cc(-c2ccnc(NC3CCOCC3)c2)ccn1;75.25;20;M0M;B12B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]O
Cc1cscc1B(O)O;COC(=O)c1ccc(Br)c(C(F)(F)F)c1;COC(=O)c1ccc(-c2cscc2C)c(C(F)(F)F)c1;99.3;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];CCOC(C)=O[SPLIT]Cc1ccccc1[SPLIT]O
O=Cc1ccc(B(O)O)o1;Clc1nc(N2CCOCC2)c2ccc(Br)cc2n1;O=Cc1ccc(-c2ccc3c(N4CCOCC4)nc(Cl)nc3c2)o1;65.5;20;M1M;B12B;S25S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
COc1ccccc1COc1ccc(B(O)O)cc1;CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)nc(C)c(Br)c1N1CCC(C)(C)CC1;CCOC(=O)[C@@H](OC(C)(C)C)c1c(C)nc(C)c(-c2ccc(OCc3ccccc3OC)cc2)c1N1CCC(C)(C)CC1;68.15;20;M3M;B12B;S19S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CN(C)C=O
O=C(O)c1ccc(B(O)O)cc1;Nc1ncc(Br)cc1OCc1ccccc1Cl;Nc1ncc(-c2ccc(C(=O)O)cc2)cc1OCc1ccccc1Cl;53.1;20;M3M;B12B;S26S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];CN(C)C=O[SPLIT]O
OB(O)c1ccsc1;COc1ccc(Br)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F;COc1ccc(-c2ccsc2)cc1C(C)(C)CC(O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F;29.95;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CN(C)C=O[SPLIT]CO[SPLIT]COCCOC
OB(O)c1ccc(Cl)cc1Cl;CCOC(=O)c1cnc2cc(CNC(=O)OC(C)(C)C)c(Br)cn12;CCOC(=O)c1cnc2cc(CNC(=O)OC(C)(C)C)c(-c3ccc(Cl)cc3Cl)cn12;79.9;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC
N#Cc1ccccc1B(O)O;Fc1cc(Br)cc(-n2ccc(-c3ccccn3)c2)c1;N#Cc1ccccc1-c1cc(F)cc(-n2ccc(-c3ccccn3)c2)c1;70.35;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];CCCCCC[SPLIT]CCOC(C)=O[SPLIT]COCCOC[SPLIT]O
OB(O)c1cc2c(F)cccc2[nH]1;O=c1cc(Br)c(=O)[nH][nH]1;O=c1cc(-c2cc3c(F)cccc3[nH]2)c(=O)[nH][nH]1;39.9;20;M0M;B16B;S26S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];CN(C)C=O[SPLIT]O
OB(O)c1cccnc1F;CC(C)(C)OC(=O)NC1=NC2(CS1)c1cc(Br)ccc1Oc1cnc(Cl)cc12;CC(C)(C)OC(=O)NC1=NC2(CS1)c1cc(-c3cccnc3F)ccc1Oc1cnc(Cl)cc12;83.0;20;M0M;B16B;S22S;Cl[Pd]Cl;CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];
COC(=O)c1ccc(B(O)O)cc1;CCC(F)(CC)CN1CCC(COc2cnc(I)cn2)CC1;CCC(F)(CC)CN1CCC(COc2cnc(-c3ccc(C(=O)OC)cc3)cn2)CC1;19.4;20;M0M;B12B;S21S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Cs+].[Cs+];COCCOC
OB(O)c1cccc(Cl)c1;Ic1cccnc1;Clc1cccc(-c2cccnc2)c1;89.95;20;M7M;B12B;S25S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
OB(O)c1ccco1;Oc1ccc(C(=C2CCCCCC2)c2ccc(Br)cc2)cc1;Oc1ccc(C(=C2CCCCCC2)c2ccc(-c3ccco3)cc2)cc1;44.0;20;M1M;B12B;S28S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1CCOC1[SPLIT]CCOCC[SPLIT]O
COC(=O)c1ccc(B(O)O)cc1;Brc1cnn2c1NCCC2;COC(=O)c1ccc(-c2cnn3c2NCCC3)cc1;42.0;20;M5M;B15B;S22S;[Pd].[Pd];COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;O=C([O-])[O-].O=C([O-])[O-].[Cs+].[Cs+].[Cs+].[F-].[F-].[K+].[K+].[K+];Cc1ccccc1[SPLIT]ClC(Cl)Cl
CC(C)(C)[Si](C)(C)Oc1ccc(B(O)O)cc1OCc1ccccc1;O=Cc1ccc(Br)nc1;CC(C)(C)[Si](C)(C)Oc1ccc(-c2ccc(C=O)cn2)cc1OCc1ccccc1;70.3;20;M7M;B12B;S25S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
OB(O)c1cccnc1;Cc1c(S(=O)(=O)Nc2ccc(Br)cc2C(F)(F)F)sc2ccc(F)cc12;Cc1c(S(=O)(=O)Nc2ccc(-c3cccnc3)cc2C(F)(F)F)sc2ccc(F)cc12;86.3;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]COCCOC
OB(O)c1ccc(F)cc1F;NC(=O)c1cnc2cncc(Br)c2c1;NC(=O)c1cnc2cncc(-c3ccc(F)cc3F)c2c1;92.8;20;M0M;B12B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Cs+].[Cs+];C1COCCO1[SPLIT]O
OB(O)c1ccc(Cl)cc1F;NC(=O)c1cnc2cncc(Br)c2c1;NC(=O)c1cnc2cncc(-c3ccc(Cl)cc3F)c2c1;85.75;20;M0M;B12B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Cs+].[Cs+];C1COCCO1[SPLIT]O
Cc1ccc(B(O)O)cc1;Cc1ccccc1S(=O)(=O)Nc1cc(Br)sc1C(=O)OC(C)(C)C;Cc1ccc(-c2cc(NS(=O)(=O)c3ccccc3C)c(C(=O)OC(C)(C)C)s2)cc1;84.35;20;M3M;B12B;S18S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CO[SPLIT]Cc1ccccc1
CC(=O)OCc1c(B(O)O)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O;Cn1cc(Br)nc(Nc2cccc(N)c2)c1=O;CC(=O)OCc1c(-c2cn(C)c(=O)c(Nc3cccc(N)c3)n2)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O;38.25;20;M0M;B15B;S29S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;CC(=O)[O-].O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+];CC#N[SPLIT]O
OB(O)c1cccc(OCc2ccccc2)c1;Brc1cnc(Br)nc1;Brc1cnc(-c2cccc(OCc3ccccc3)c2)nc1;70.3;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
CC(=O)c1ccc(F)c(B(O)O)c1;Clc1ccc(Br)s1;CC(=O)c1ccc(F)c(-c2ccc(Cl)s2)c1;42.05;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CC#N[SPLIT]CCOC(C)=O[SPLIT]O
O=Cc1ccc(B(O)O)cc1;Cc1nnc(Br)s1;Cc1nnc(-c2ccc(C=O)cc2)s1;50.9;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]CCOC(C)=O[SPLIT]O
OB(O)c1ccncc1;COc1cc(-c2nc(-c3ccc(F)cc3)sc2Br)cnc1N;COc1cc(-c2nc(-c3ccc(F)cc3)sc2-c2ccncc2)cnc1N;55.3;20;M3M;B12B;S21S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC
CCOCOc1ccc2oc(B(O)O)cc2c1;CN(C(=O)OC(C)(C)C)c1ccc(Br)nc1[N+](=O)[O-];CCOCOc1ccc2oc(-c3ccc(N(C)C(=O)OC(C)(C)C)c([N+](=O)[O-])n3)cc2c1;84.3;20;M1M;B11B;S17S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;CCN(CC)CC;CCO
CC(=O)OCc1c(B(O)O)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O;Cc1cc(Nc2cc(Br)cn(C)c2=O)nn1C;CC(=O)OCc1c(-c2cc(Nc3cc(C)n(C)n3)c(=O)n(C)c2)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O;41.55;20;M0M;B15B;S29S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;CC(=O)[O-].CC(=O)[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[Na+].[Na+].[Na+].[Na+];CC#N[SPLIT]O
COC(=O)c1cccc(B(O)O)c1;Cn1nccc1Br;COC(=O)c1cccc(-c2ccnn2C)c1;71.8;20;M0M;B12B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
OB(O)c1ccncc1;N#Cc1cc(Br)cc(-c2nc(-c3ccccn3)no2)c1;N#Cc1cc(-c2ccncc2)cc(-c2nc(-c3ccccn3)no2)c1;8.9;20;M7M;B12B;S22S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]ClC(Cl)Cl
OB(O)c1ccncc1;CC(C)Oc1cc(Br)ccc1[N+](=O)[O-];CC(C)Oc1cc(-c2ccncc2)ccc1[N+](=O)[O-];74.0;20;M1M;B12B;S22S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]CCOC(C)=O[SPLIT]O
OB(O)c1cccc2[nH]ccc12;Cn1ncc2c([N+](=O)[O-])cc(Br)cc21;Cn1ncc2c([N+](=O)[O-])cc(-c3cccc4[nH]ccc34)cc21;43.0;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])O.[Na+];CC(C)O[SPLIT]CCOC(C)=O
OB(O)c1ccnc(Cl)c1;Cn1c(Br)cc2c1CCN(C(=O)OC(C)(C)C)C2=O;Cn1c(-c2ccnc(Cl)c2)cc2c1CCN(C(=O)OC(C)(C)C)C2=O;56.25;20;M0M;B12B;S21S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Na+].[Na+];C1COCCO1
OB(O)c1ccc(F)nc1;Nc1ncc(-c2nn3c(I)cnc3s2)cc1C(F)(F)F;Nc1ncc(-c2nn3c(-c4ccc(F)nc4)cnc3s2)cc1C(F)(F)F;53.0;20;M1M;B12B;S21S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1
CCCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(B(O)O)cn1;COC(=O)c1cnc(F)c(Br)c1;CCCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(C(=O)OC)cnc2F)cn1;41.7;20;M1M;B12B;S22S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]CCOC(C)=O[SPLIT]O
OB(O)c1cccnc1;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(Br)cc3)C[C@]2(C)[C@H]1C(=O)C1CC1;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(-c4cccnc4)cc3)C[C@]2(C)[C@H]1C(=O)C1CC1;55.1;20;M0M;B16B;S28S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;c1ccc([As](c2ccccc2)c2ccccc2)cc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1[SPLIT]O
OCc1cccc(B(O)O)c1;CC(OC1CCCCO1)c1ccc(Br)nc1;CC(OC1CCCCO1)c1ccc(-c2cccc(CO)c2)nc1;74.75;20;M6M;B12B;S24S;CC(=O)[O-].CC(=O)[O-].[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CCCO[SPLIT]O
OB(O)c1cccc2ccccc12;O=Cc1sccc1Br;O=Cc1sccc1-c1cccc2ccccc12;98.0;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
OB(O)c1cccs1;CC(C)(C)OC(=O)c1ccc(Br)cc1NC(=O)c1cc(N2CCOCC2)ccc1OCc1ccccc1;CC(C)(C)OC(=O)c1ccc(-c2cccs2)cc1NC(=O)c1cc(N2CCOCC2)ccc1OCc1ccccc1;94.5;20;M1M;B12B;S22S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC[SPLIT]O
CCOc1ccc(F)c(B(O)O)c1;Cc1c(Br)ccnc1[C@H]1CC[C@]2(CCN(C)C2=O)N1C(=O)OC(C)(C)C;CCOc1ccc(F)c(-c2ccnc([C@H]3CC[C@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)c2C)c1;28.9;20;M1M;B12B;S29S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];CC#N[SPLIT]O
CN1CCN(c2ccc(B(O)O)cc2)CC1;N#Cc1ccc2[nH]c3ncc(Br)cc3c2n1;CN1CCN(c2ccc(-c3cnc4[nH]c5ccc(C#N)nc5c4c3)cc2)CC1;52.0;20;M6M;B12B;S22S;Cl[Pd]Cl;c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CC#N
CS(=O)(=O)c1cccc(B(O)O)c1;CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(-c3noc(C)n3)cc2)c2nc(Br)cn2C(c2ccccc2)(c2ccccc2)c2ccccc2)c1;CCOc1cc(OC(C)C)c(F)c(C(Nc2ccc(-c3noc(C)n3)cc2)c2nc(-c3cccc(S(C)(=O)=O)c3)cn2C(c2ccccc2)(c2ccccc2)c2ccccc2)c1;15.0;20;M4M;B12B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];Cc1ccccc1P(c1ccccc1C)c1ccccc1C;O=C([O-])O.[Na+];CCOC(C)=O[SPLIT]COCCOC[SPLIT]O
Nc1ncc(B(O)O)cn1;Fc1cc(Cl)cnc1Br;Nc1ncc(-c2ncc(Cl)cc2F)cn1;70.95;20;M8M;B15B;S21S;CC(=O)[O-].CC(=O)[O-].[Pd+2];CC(C)(C)P([c-]1cccc1)C(C)(C)C.CC(C)(C)P([c-]1cccc1)C(C)(C)C.[Fe+2];O=C([O-])[O-].O=P([O-])([O-])[O-].[K+].[K+].[K+].[Na+].[Na+];C1CCOC1
OB(O)c1ccn[nH]1;OCCCNc1nc2cc(-c3ccccc3C(F)(F)F)ccc2n2c(I)cnc12;OCCCNc1nc2cc(-c3ccccc3C(F)(F)F)ccc2n2c(-c3ccn[nH]3)cnc12;39.6;20;M0M;B12B;S19S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Na+].[Na+];CN(C)C=O
CCOc1nccc2oc(B(O)O)cc12;C[C@H](N)COc1ccc2ncc(Br)n2n1;CCOc1nccc2oc(-c3cnc4ccc(OC[C@H](C)N)nn34)cc12;57.1;20;M1M;B12B;S17S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];CCCO
OCc1ccc(B(O)O)cc1;O=Cc1ccc(Br)cn1;O=Cc1ccc(-c2ccc(CO)cc2)cn1;74.9;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCCCCC[SPLIT]CCO[SPLIT]CCOC(C)=O[SPLIT]Cc1ccccc1
OB(O)c1ccccc1;COC(=O)c1ccc(Br)o1;COC(=O)c1ccc(-c2ccccc2)o1;38.0;20;M3M;B12B;S20S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];Cc1ccccc1
OB(O)c1cccc(C(F)(F)F)c1;COc1ccc(C)nc1Br;COc1ccc(C)nc1-c1cccc(C(F)(F)F)c1;86.0;20;M6M;B12B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]COCCOC[SPLIT]O
OB(O)c1ccco1;Nc1cc(Br)cc(C(=O)O)c1;Nc1cc(C(=O)O)cc(-c2ccco2)c1;37.2;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
OB(O)c1ccc(F)cc1;CN1CCC[C@H]1COc1cncc(Br)c1;CN1CCC[C@H]1COc1cncc(-c2ccc(F)cc2)c1;81.2;20;M3M;B12B;S27S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])O.O=C([O-])[O-].[Na+].[Na+].[Na+];O[SPLIT]c1ccccc1
CC(C)(C)OCc1ccccc1B(O)O;C[Si](C)(C)CCOCn1cc(I)c2c(Cl)c(Br)cnc21;CC(C)(C)OCc1ccccc1-c1cn(COCC[Si](C)(C)C)c2ncc(Br)c(Cl)c12;11.9;20;M1M;B12B;S22S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];C1CCOC1[SPLIT]CC#N
